UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C016,F1C016,XF1C014,F1C014,XF1C017,F1C017,XF1C015,F1C015,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C026,F1C026,XF1C024,F1C024,XF1C027,F1C027,XF1C025,F1C025,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C036,F1C036,XF1C034,F1C034,XF1C037,F1C037,XF1C035,F1C035,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C056,F1C056,XF1C054,F1C054,XF1C057,F1C057,XF1C055,F1C055,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C066,F1C066,XF1C064,F1C064,XF1C067,F1C067,XF1C065,F1C065,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C076,F1C076,XF1C074,F1C074,XF1C077,F1C077,XF1C075,F1C075,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C086,F1C086,XF1C084,F1C084,XF1C087,F1C087,XF1C085,F1C085,XF1C101,F1C101,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C116,F1C116,XF1C114,F1C114,XF1C117,F1C117,XF1C115,F1C115,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C126,F1C126,XF1C124,F1C124,XF1C127,F1C127,XF1C125,F1C125,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C136,F1C136,XF1C134,F1C134,XF1C137,F1C137,XF1C135,F1C135,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C146,F1C146,XF1C144,F1C144,XF1C147,F1C147,XF1C145,F1C145,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C196,F1C196,XF1C194,F1C194,XF1C197,F1C197,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
173638,"R",13505000,"R",14649000,"R",89000,"R",14738000,"R",28243000,"R",198000,"R",4221000,"R",4419000,"R",2596000,"R",2722000,"R",5318000,"R",9737000,"R",11855000,"R",441000,"R",0,"R",6210000,"R",18506000,"R",275000,"R",0,"R",38395000,"R",5817000,"R",1017000,"R",45504000,"R",30855000,"R",0,"R",0,"R",7437000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1897000,"A",,"R",493000,"A",,"R",266000,"R",10093000,"R",0,"R",11748000,"R",0,"R",8343000,"R",1366000,"R",0,"R",23000,"R",75000,"R",0,"R",21555000,"R",31648000,"R",1560000,"R",495000,"R",0,"R",4000,"R",2059000,"R",33707000,"R",14429000,"R",8181000,"R",2532000,"R",1397000,"R",570000,"R",65000,"R",1684000,"R",601000,"R",183000,"R",54000,"R",31000,"R",12000,"R",1000,"R",320000,"R",10000,"R",5000,"R",1000,"R",1000,"R",0,"R",0,"R",3000,"R",3937000,"R",1722000,"R",760000,"R",324000,"R",129000,"R",14000,"R",988000,"R",4280000,"R",2164000,"R",722000,"R",376000,"R",150000,"R",17000,"R",851000,"R",3510000,"R",1131000,"R",583000,"R",223000,"R",89000,"R",10000,"R",1474000,"R",0,"R",828000,"R",312000,"R",-2386000,"R",0,"R",0,"R",1246000,"R",1265000,"R",1265000,"R",2063000,"R",149000,"R",112000,"R",34000,"R",0,"R",0,"R",1768000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30095000,"R",14363000,"R",5076000,"R",0,"R",950000,"R",107000,"R",9599000,"R",33707000,"R",30095000,"R",3612000,"R",14894000,"R",0,"R",18506000,"R",6350000,"R",195000,"R",841000,"R",0,"R",0,"R",85000,"R",7471000,"R",5816000,"R",390000,"R",6206000,"R",1265000,2 ,"A",,"A",
173708,"R",24307000,"R",34676000,"R",0,"R",34676000,"R",58983000,"R",313000,"R",8245000,"R",8558000,"R",5700000,"R",3830000,"R",9530000,"R",18088000,"R",28663000,"R",552000,"R",0,"R",11680000,"R",40895000,"R",2631000,"R",0,"R",60520000,"R",17898000,"R",290000,"R",81339000,"R",46663000,"R",0,"R",0,"R",15588000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2688000,"A",,"R",559000,"A",,"R",1115000,"R",19950000,"R",0,"R",19498000,"R",0,"R",14535000,"R",1213000,"R",0,"R",99000,"R",58000,"R",0,"R",35403000,"R",55353000,"R",1789000,"R",9813000,"R",0,"R",0,"R",11602000,"R",66955000,"R",27495000,"R",15312000,"R",4150000,"R",3767000,"R",1085000,"R",151000,"R",3030000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",163000,"R",68000,"R",5000,"R",14000,"R",4000,"R",1000,"R",71000,"R",10149000,"R",4698000,"R",1423000,"R",1185000,"R",333000,"R",47000,"R",2463000,"R",7404000,"R",3710000,"R",1012000,"R",914000,"R",257000,"R",37000,"R",1474000,"R",4955000,"R",1558000,"R",752000,"R",447000,"R",126000,"R",18000,"R",2054000,"R",0,"R",1574000,"R",563000,"R",-6414000,"R",0,"R",0,"R",4277000,"R",2273000,"R",2273000,"R",3064000,"R",291000,"R",157000,"R",87000,"R",1000,"R",3000,"R",2525000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29000,"R",55532000,"R",27211000,"R",8062000,"R",0,"R",1806000,"R",257000,"R",18196000,"R",66955000,"R",55532000,"R",11423000,"R",29472000,"R",0,"R",40895000,"R",11176000,"R",141000,"R",977000,"R",0,"R",8000,"R",1000,"R",12303000,"R",9454000,"R",576000,"R",10030000,"R",2273000,2 ,"A",,"A",
173735,"R",9742000,"R",18907000,"R",383000,"R",19290000,"R",29032000,"R",313000,"R",2899000,"R",3212000,"R",2865000,"R",2274000,"R",5139000,"R",8351000,"R",15729000,"R",1133000,"R",0,"R",3819000,"R",20681000,"R",1038000,"R",0,"R",32441000,"R",3406000,"R",0,"R",36885000,"R",17978000,"R",0,"R",0,"R",3974000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1479000,"A",,"R",381000,"A",,"R",11000,"R",5845000,"R",0,"R",6469000,"R",0,"R",5542000,"R",1209000,"R",0,"R",29000,"R",38000,"R",0,"R",13287000,"R",19132000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19132000,"R",9192000,"R",5159000,"R",1565000,"R",864000,"R",692000,"R",71000,"R",841000,"R",22000,"R",8000,"R",3000,"R",1000,"R",1000,"R",0,"R",9000,"R",46000,"R",7000,"R",4000,"R",1000,"R",1000,"R",0,"R",33000,"R",1668000,"R",688000,"R",203000,"R",114000,"R",89000,"R",9000,"R",565000,"R",3227000,"R",1616000,"R",469000,"R",267000,"R",207000,"R",21000,"R",647000,"R",2907000,"R",1007000,"R",529000,"R",197000,"R",153000,"R",16000,"R",1005000,"R",0,"R",492000,"R",174000,"R",-1475000,"R",0,"R",0,"R",809000,"R",615000,"R",615000,"R",782000,"R",160000,"R",82000,"R",31000,"R",0,"R",0,"R",509000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",43000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43000,"R",18502000,"R",9137000,"R",3029000,"R",0,"R",1143000,"R",117000,"R",5076000,"R",19132000,"R",18502000,"R",630000,"R",20051000,"R",0,"R",20681000,"R",4096000,"R",136000,"R",448000,"R",0,"R",3000,"R",11000,"R",4694000,"R",3828000,"R",251000,"R",4079000,"R",615000,2 ,"A",,"A",
173799,"R",24449000,"R",34921000,"R",0,"R",34921000,"R",59370000,"R",543000,"R",5196000,"R",5739000,"R",7729000,"R",2794000,"R",10523000,"R",16262000,"R",26649000,"R",886000,"R",0,"R",15573000,"R",43108000,"R",373000,"R",0,"R",49339000,"R",2666000,"R",0,"R",52378000,"R",17457000,"R",0,"R",0,"R",15131000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3505000,"A",,"R",48000,"A",,"R",153000,"R",18837000,"R",0,"R",12894000,"R",0,"R",8766000,"R",1108000,"R",0,"R",404000,"R",104000,"R",0,"R",23276000,"R",42113000,"R",699000,"R",13000,"R",0,"R",0,"R",712000,"R",42825000,"R",18218000,"R",10957000,"R",3098000,"R",1997000,"R",907000,"R",270000,"R",989000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59000,"R",32000,"R",13000,"R",6000,"R",3000,"R",1000,"R",4000,"R",5616000,"R",2728000,"R",1050000,"R",537000,"R",237000,"R",70000,"R",994000,"R",6451000,"R",3402000,"R",1092000,"R",638000,"R",282000,"R",83000,"R",954000,"R",5501000,"R",2004000,"R",573000,"R",366000,"R",162000,"R",48000,"R",2348000,"R",0,"R",834000,"R",334000,"R",-3607000,"R",0,"R",0,"R",2439000,"R",1278000,"R",1278000,"R",3024000,"R",329000,"R",114000,"R",63000,"R",14000,"R",0,"R",2504000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14000,"R",40161000,"R",20286000,"R",6274000,"R",0,"R",1605000,"R",472000,"R",11524000,"R",42825000,"R",40161000,"R",2664000,"R",40442000,"R",2000,"R",43108000,"R",7168000,"R",108000,"R",710000,"R",0,"R",154000,"R",0,"R",8140000,"R",6378000,"R",484000,"R",6862000,"R",1278000,2 ,"A",,"A",
173805,"R",6473000,"R",9121000,"R",629000,"R",9750000,"R",16223000,"R",151000,"R",2469000,"R",2620000,"R",2728000,"R",1898000,"R",4626000,"R",7246000,"R",6257000,"R",514000,"R",0,"R",2206000,"R",8977000,"R",38000,"R",0,"R",18176000,"R",653000,"R",246000,"R",19113000,"R",9992000,"R",0,"R",0,"R",2943000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1518000,"A",,"R",200000,"A",,"R",129000,"R",4790000,"R",0,"R",3921000,"R",0,"R",4468000,"R",579000,"R",0,"R",1280000,"R",32000,"R",0,"R",10280000,"R",15070000,"R",246000,"R",0,"R",0,"R",0,"R",246000,"R",15316000,"R",5485000,"R",3451000,"R",1024000,"R",550000,"R",226000,"R",16000,"R",218000,"R",41000,"R",16000,"R",2000,"R",2000,"R",1000,"R",0,"R",20000,"R",88000,"R",39000,"R",10000,"R",6000,"R",2000,"R",0,"R",31000,"R",1521000,"R",695000,"R",236000,"R",114000,"R",44000,"R",3000,"R",429000,"R",3249000,"R",1584000,"R",453000,"R",250000,"R",97000,"R",7000,"R",858000,"R",1578000,"R",668000,"R",261000,"R",114000,"R",44000,"R",3000,"R",488000,"R",0,"R",299000,"R",124000,"R",-1067000,"R",0,"R",0,"R",644000,"R",1141000,"R",1141000,"R",1541000,"R",171000,"R",82000,"R",31000,"R",132000,"R",120000,"R",1005000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26000,"R",14670000,"R",6923000,"R",2192000,"R",0,"R",546000,"R",149000,"R",4860000,"R",15316000,"R",14670000,"R",646000,"R",8332000,"R",-1000,"R",8977000,"R",2757000,"R",332000,"R",304000,"R",0,"R",295000,"R",299000,"R",3987000,"R",2606000,"R",240000,"R",2846000,"R",1141000,2 ,"A",,"A",
173911,"R",15991000,"R",9634000,"R",0,"R",9634000,"R",25625000,"R",113000,"R",4958000,"R",5071000,"R",1715000,"R",2868000,"R",4583000,"R",9654000,"R",7806000,"R",182000,"R",0,"R",7983000,"R",15971000,"R",236000,"R",0,"R",38653000,"R",6046000,"R",384000,"R",45319000,"R",35685000,"R",0,"R",0,"R",10485000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2347000,"A",,"R",539000,"A",,"R",479000,"R",13850000,"R",0,"R",12951000,"R",0,"R",10250000,"R",1178000,"R",0,"R",161000,"R",48000,"R",0,"R",24588000,"R",38438000,"R",276000,"R",8000,"R",0,"R",60000,"R",344000,"R",38782000,"R",18736000,"R",10998000,"R",3472000,"R",1517000,"R",548000,"R",51000,"R",2150000,"R",66000,"R",43000,"R",14000,"R",6000,"R",2000,"R",0,"R",1000,"R",17000,"R",1000,"R",0,"R",0,"R",0,"R",0,"R",16000,"R",4412000,"R",1741000,"R",554000,"R",241000,"R",84000,"R",8000,"R",1784000,"R",3848000,"R",2093000,"R",636000,"R",286000,"R",100000,"R",9000,"R",724000,"R",5027000,"R",2105000,"R",965000,"R",322000,"R",113000,"R",10000,"R",1512000,"R",0,"R",697000,"R",273000,"R",-2415000,"R",0,"R",0,"R",1445000,"R",1094000,"R",1094000,"R",2296000,"R",303000,"R",109000,"R",43000,"R",4000,"R",0,"R",1837000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19000,"R",35515000,"R",17981000,"R",6023000,"R",0,"R",851000,"R",78000,"R",10582000,"R",38782000,"R",35515000,"R",3267000,"R",12701000,"R",3000,"R",15971000,"R",6765000,"R",279000,"R",936000,"R",0,"R",0,"R",0,"R",7980000,"R",6427000,"R",459000,"R",6886000,"R",1094000,2 ,"A",,"A",
173920,"R",124867000,"R",219026000,"R",5668000,"R",224694000,"R",349561000,"R",3172000,"R",27400000,"R",30572000,"R",98828000,"R",20060000,"R",118888000,"R",149460000,"R",145165000,"R",21910000,"R",0,"R",33026000,"R",200101000,"R",911000,"R",0,"R",312326000,"R",32318000,"R",10427000,"R",355982000,"R",137034000,"R",78000,"R",0,"R",70471000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39700000,"R",0,"R",2579000,"R",0,"R",448000,"R",113198000,"R",0,"R",52149000,"R",0,"R",24507000,"R",6121000,"R",0,"R",2209000,"R",640000,"R",0,"R",85626000,"R",198824000,"R",3057000,"R",524000,"R",0,"R",0,"R",3581000,"R",202405000,"R",78445000,"R",48838000,"R",13586000,"R",7228000,"R",4581000,"R",718000,"R",3494000,"R",3318000,"R",1421000,"R",310000,"R",200000,"R",133000,"R",21000,"R",1233000,"R",2799000,"R",1443000,"R",275000,"R",199000,"R",135000,"R",21000,"R",726000,"R",26389000,"R",12803000,"R",3580000,"R",1897000,"R",1200000,"R",188000,"R",6721000,"R",24888000,"R",11598000,"R",3569000,"R",1756000,"R",1087000,"R",170000,"R",6708000,"R",19620000,"R",8702000,"R",3222000,"R",1381000,"R",816000,"R",128000,"R",5371000,"R",0,"R",4999000,"R",1699000,"R",-13760000,"R",0,"R",0,"R",7062000,"R",3880000,"R",3880000,"R",29897000,"R",7561000,"R",1933000,"R",1099000,"R",4233000,"R",2559000,"R",12512000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",170000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",170000,"R",189406000,"R",97365000,"R",28174000,"R",0,"R",12185000,"R",3805000,"R",47877000,"R",202405000,"R",189406000,"R",12999000,"R",187101000,"R",1000,"R",200101000,"R",16478000,"R",1752000,"R",4576000,"R",0,"R",149000,"R",4814000,"R",27769000,"R",23269000,"R",620000,"R",23889000,"R",3880000,1 ,"R",32898000,"R",34215000
173993,"R",6690000,"R",12429000,"R",98000,"R",12527000,"R",19217000,"R",163000,"R",2461000,"R",2624000,"R",2794000,"R",1630000,"R",4424000,"R",7048000,"R",9337000,"R",1230000,"R",0,"R",1602000,"R",12169000,"R",165000,"R",0,"R",16412000,"R",1443000,"R",4751000,"R",22771000,"R",10342000,"R",0,"R",0,"R",2835000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",738000,"A",,"R",89000,"A",,"R",25000,"R",3687000,"R",0,"R",5243000,"R",0,"R",4705000,"R",1576000,"R",0,"R",113000,"R",50000,"R",0,"R",11687000,"R",15374000,"R",2965000,"R",0,"R",0,"R",0,"R",2965000,"R",18339000,"R",7065000,"R",4265000,"R",1202000,"R",743000,"R",263000,"R",53000,"R",539000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",437000,"R",195000,"R",66000,"R",35000,"R",13000,"R",3000,"R",125000,"R",1429000,"R",556000,"R",175000,"R",99000,"R",35000,"R",7000,"R",557000,"R",2935000,"R",1465000,"R",444000,"R",259000,"R",91000,"R",19000,"R",657000,"R",1636000,"R",695000,"R",275000,"R",132000,"R",46000,"R",10000,"R",478000,"R",0,"R",347000,"R",129000,"R",-1279000,"R",0,"R",0,"R",803000,"R",396000,"R",396000,"R",674000,"R",53000,"R",26000,"R",11000,"R",3000,"R",0,"R",581000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",100000,"R",14672000,"R",7576000,"R",2317000,"R",0,"R",451000,"R",92000,"R",4236000,"R",18339000,"R",14672000,"R",3667000,"R",8498000,"R",4000,"R",12169000,"R",3397000,"R",164000,"R",317000,"R",0,"R",0,"R",8000,"R",3886000,"R",3256000,"R",234000,"R",3490000,"R",396000,2 ,"A",,"A",
174020,"R",36679000,"R",46829000,"R",11000,"R",46840000,"R",83519000,"R",1001000,"R",10110000,"R",11111000,"R",11327000,"R",4958000,"R",16285000,"R",27396000,"R",34953000,"R",2878000,"R",0,"R",18292000,"R",56123000,"R",3935000,"R",0,"R",67138000,"R",4121000,"R",78000,"R",75272000,"R",28443000,"R",0,"R",0,"R",27480000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2592000,"R",0,"R",426000,"R",0,"R",45000,"R",30543000,"R",0,"R",21650000,"R",0,"R",13335000,"R",2984000,"R",0,"R",898000,"R",227000,"R",0,"R",39094000,"R",69637000,"R",3797000,"R",0,"R",0,"R",1000,"R",3798000,"R",73435000,"R",26336000,"R",16413000,"R",4022000,"R",2404000,"R",1087000,"R",239000,"R",2171000,"R",1468000,"R",866000,"R",159000,"R",121000,"R",53000,"R",12000,"R",257000,"R",80000,"R",46000,"R",12000,"R",7000,"R",3000,"R",1000,"R",11000,"R",17893000,"R",9919000,"R",3122000,"R",1535000,"R",676000,"R",153000,"R",2488000,"R",7016000,"R",3848000,"R",1090000,"R",581000,"R",256000,"R",58000,"R",1183000,"R",9454000,"R",3797000,"R",1151000,"R",582000,"R",256000,"R",58000,"R",3610000,"R",0,"R",612000,"R",218000,"R",-5295000,"R",0,"R",0,"R",4465000,"R",1820000,"R",1820000,"R",1540000,"R",210000,"R",343000,"R",65000,"R",36000,"R",6000,"R",880000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9652000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9652000,"R",75259000,"R",35711000,"R",10117000,"R",0,"R",2367000,"R",527000,"R",26537000,"R",73435000,"R",75259000,"R",-1824000,"R",57947000,"R",0,"R",56123000,"R",10668000,"R",264000,"R",1268000,"R",0,"R",592000,"R",55000,"R",12847000,"R",11027000,"R",0,"R",11027000,"R",1820000,1 ,"R",2396000,"R",2425000
174066,"R",494669286,"R",2064675056,"R",1954949544,"R",4019624600,"R",4514293886,"R",305514205,"R",398015623,"R",703529828,"R",839904958,"R",130010947,"R",969915905,"R",1673445733,"R",1298100872,"R",768485066,"R",204261578,"R",570000637,"R",2840848153,"R",82526616,"R",370351556,"R",2786778455,"R",817085378,"R",74645787,"R",4131387792,"R",1898164357,"R",30537804,"R",0,"R",536854047,"R",480598704,"R",46454781,"R",271393988,"R",10528892,"R",260865096,"R",299013679,"R",0,"R",113294710,"R",0,"R",4197779,"R",1751807688,"R",61187122,"R",552697800,"R",0,"R",44759116,"R",47705896,"R",51131584,"R",139196852,"R",176303697,"R",0,"R",1072982067,"R",2824789755,"R",75800856,"R",44433740,"R",1184443,"R",27952145,"R",149371184,"R",2974160939,"R",644471848,"R",386166281,"R",129882407,"R",31043495,"R",17401517,"R",4930610,"R",75047538,"R",731987418,"R",295280653,"R",105335719,"R",67596573,"R",45642449,"R",10633802,"R",207498222,"R",230249626,"R",104695812,"R",37562107,"R",7292096,"R",4414174,"R",1147140,"R",75138297,"R",400210127,"R",201376588,"R",71757362,"R",34099230,"R",27662454,"R",5364243,"R",59950250,"R",107371432,"R",52220275,"R",16660437,"R",12894278,"R",6357695,"R",2028434,"R",17210313,"R",206979771,"R",122664679,"R",25527302,"R",7407844,"R",13454879,"R",1292992,"R",36632075,"R",0,"R",59270178,"R",28678478,"R",-231495114,"R",0,"R",0,"R",143546458,"R",39776133,"R",39776133,"R",297238822,"R",56490374,"R",17986225,"R",71161598,"R",32687934,"R",11194626,"R",107718065,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16209263,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16209263,"R",2674494440,"R",1278164840,"R",433390037,"R",0,"R",147621102,"R",36591847,"R",778726614,"R",2974160939,"R",2674494440,"R",299666499,"R",2541181654,"R",0,"R",2840848153,"R",38640925,"R",57964607,"R",22135207,"R",51862,"R",42483754,"R",66201325,"R",227477680,"R",178799671,"R",8901876,"R",187701547,"R",39776133,1 ,"R",2117233851,"R",2441712089
174075,"R",8546371,"R",36278225,"R",5772403,"R",42050628,"R",50596999,"R",0,"R",2043765,"R",2043765,"R",0,"R",1355420,"R",1355420,"R",3399185,"R",38733522,"R",2308615,"R",1021554,"R",5134123,"R",47197814,"R",691256,"R",10034500,"R",54289497,"R",7763330,"R",1764041,"R",74542624,"R",35809103,"R",0,"R",0,"R",7831007,"R",309950,"R",23168,"R",841176,"R",130398,"R",710778,"R",3456951,"R",0,"R",385957,"R",0,"R",23835,"R",12872044,"R",891289,"R",10419127,"R",0,"R",2692436,"R",1246609,"R",0,"R",715559,"R",193290,"R",0,"R",16158310,"R",29030354,"R",0,"R",0,"R",0,"R",5708803,"R",5708803,"R",34739157,"R",9385862,"R",5598737,"R",1631744,"R",1110249,"R",429491,"R",0,"R",615641,"R",415228,"R",77879,"R",13624,"R",244040,"R",79685,"R",0,"R",0,"R",578920,"R",280167,"R",91580,"R",85816,"R",28944,"R",0,"R",92413,"R",2949126,"R",1251948,"R",419452,"R",411458,"R",193373,"R",0,"R",672895,"R",2729429,"R",1530375,"R",476829,"R",237910,"R",77393,"R",0,"R",406922,"R",2657828,"R",1293189,"R",659012,"R",139835,"R",98473,"R",0,"R",467319,"R",0,"R",1058411,"R",452046,"R",-3831084,"R",0,"R",0,"R",2320627,"R",157226,"R",157226,"R",6885599,"R",1517673,"R",498672,"R",1601776,"R",561874,"R",0,"R",2705604,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3175491,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3175491,"R",28934709,"R",12608379,"R",4242959,"R",0,"R",1469233,"R",0,"R",10614138,"R",34739157,"R",28934709,"R",5804448,"R",41393366,"R",0,"R",47197814,"R",2444896,"R",1041481,"R",1195116,"R",0,"R",1106163,"R",1486344,"R",7274000,"R",6245600,"R",871174,"R",7116774,"R",157226,1 ,"R",2395982,"R",2695810
174136,"R",45913000,"R",91789000,"R",0,"R",91789000,"R",137702000,"R",1306000,"R",8947000,"R",10253000,"R",23647000,"R",5318000,"R",28965000,"R",39218000,"R",73446000,"R",3395000,"R",0,"R",21643000,"R",98484000,"R",18727000,"R",0,"R",128207000,"R",15437000,"R",8731000,"R",171102000,"R",79313000,"R",0,"R",0,"R",17166000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5864000,"A",,"R",169000,"A",,"R",52000,"R",23251000,"R",0,"R",22418000,"R",0,"R",29069000,"R",2908000,"R",0,"R",125000,"R",260000,"R",0,"R",54780000,"R",78031000,"R",2153000,"R",-185000,"R",0,"R",0,"R",1968000,"R",79999000,"R",33478000,"R",18399000,"R",5454000,"R",4556000,"R",2853000,"R",310000,"R",1906000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9461000,"R",4099000,"R",1333000,"R",1037000,"R",625000,"R",68000,"R",2299000,"R",12272000,"R",5885000,"R",1615000,"R",1432000,"R",863000,"R",94000,"R",2383000,"R",9822000,"R",3299000,"R",1305000,"R",879000,"R",530000,"R",58000,"R",3751000,"R",0,"R",2115000,"R",783000,"R",-8083000,"R",0,"R",0,"R",5185000,"R",4547000,"R",4547000,"R",5865000,"R",712000,"R",224000,"R",179000,"R",3000,"R",394000,"R",4353000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",144000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",144000,"R",75589000,"R",34509000,"R",10714000,"R",0,"R",4874000,"R",924000,"R",24568000,"R",79999000,"R",75589000,"R",4410000,"R",94074000,"R",0,"R",98484000,"R",22704000,"R",638000,"R",2184000,"R",0,"R",0,"R",104000,"R",25630000,"R",19315000,"R",1768000,"R",21083000,"R",4547000,2 ,"A",,"A",
